Aktionsname;Aktionsdatum;Durchführendes Konto;Aktionsnummer;Masternummer;Dateiname;Nebenrechnungen
Bearbeitung Untersuchung der Prioritätenliste;26.02.2021 09:45:00;31;871;275282;;
Ansehen YouTube-Videos;26.02.2021 09:59:00;73;872;275284;;
div. Surfen;26.02.2021 10:04:00;73;873;275285;;
Scan Jason Lux Livestream;26.02.2021 10:05:00;58;874;275286;;
Vorbereitung Dokumente für Andrea u.a.;26.02.2021 14:42:00;40;875;275289;;
Kurzfahrt Bird-Scooter;26.02.2021 18:45:00;20;876;275293;;
Telefonat Andrea (zu scannende Unterlagen);26.02.2021 18:58:00;40;877;275294;;
Vorbereitung zu scannende Unterlagen;26.02.2021 19:29:00;40;878;275295;;
Lesen Mails;26.02.2021 19:40:00;73;879;275296;;
Bearb. Playlist;26.02.2021 19:49:00;9;880;275297;;
div. Surfen;26.02.2021 19:53:00;73;881;275298;;
Ansehen ZiB 1;26.02.2021 20:06:00;58;882;275299;;
Forge of Empires;26.02.2021 20:10:00;56;883;275300;;
Ansehen YouTube-Videos;26.02.2021 20:39:00;73;884;275302;;
Aufwandserfassung;26.02.2021 22:26:00;31;885;275306;;
Scan Jason Lux Livestream;26.02.2021 22:52:00;58;886;275308;;
Forge of Empires (53 + 13 + 10 + 11 + 19');27.02.2021 08:03:00;56;887;275318;;
Aufwandserfassung;27.02.2021 09:49:00;31;888;275319;;
2 Mails an Verwandte;27.02.2021 11:22:00;40;889;275326;;
Scan div. Radiosender;27.02.2021 11:47:00;58;890;275327;;
Bearb. Koordinaten Tier;27.02.2021 13:08:00;20;891;275328;;
div. Surfen;27.02.2021 13:10:00;73;892;275330;;
Bearbeitung Mails;27.02.2021 14:41:00;73;893;275335;;
Scootersuche;27.02.2021 17:56:00;20;894;275348;;
div. Surfen;27.02.2021 18:17:00;73;895;275350;;
Forge of Empires (15);27.02.2021 19:03:00;56;896;275352;;
Bearb. Playlist;27.02.2021 19:52:00;9;897;275357;;
Ansehen YouTube-Videos;27.02.2021 19:59:00;73;898;275358;;
Ansehen ZiB 1;27.02.2021 20:26:00;58;899;275359;;
Bearb. Koordinaten Tier;27.02.2021 20:33:00;20;900;275360;;
Scan div. Radiosender;27.02.2021 20:36:00;58;901;275361;;
Bearbeitung Mails;27.02.2021 21:14:00;73;902;275362;;
2 Mails an Verwandte;27.02.2021 21:52:00;40;903;275363;;
Mail Wunsch Plattenkiste;27.02.2021 22:22:00;58;904;275365;;
Ansehen YouTube-Videos;27.02.2021 22:28:00;73;905;275368;;
Bearb. Scans / Mail Andrea;28.02.2021 08:39:00;40;906;275375;;
Scan div. Radiosender;28.02.2021 10:05:00;58;907;275377;;
Bearbeitung Untersuchung der Prioritätenliste;28.02.2021 10:52:00;31;908;275381;;
Forge of Empires (12' + 17');28.02.2021 11:03:00;56;909;275385;;
div. Surfen;28.02.2021 11:32:00;73;910;275391;;
Ansehen YouTube-Videos;28.02.2021 11:44:00;73;911;275393;;
Bearb. Playlist / Hörwerte;28.02.2021 12:24:00;9;912;275396;;
Themen für Mittagessen;28.02.2021 12:28:00;31;913;275398;;
Unterstützung Papa Covid-19-Impfung;28.02.2021 15:14:00;38;914;275405;;
Forge of Empires;28.02.2021 15:40:00;56;915;275406;;
div. Surfen;28.02.2021 17:00:00;73;916;275410;;
Ansehen YouTube-Videos;28.02.2021 18:05:00;73;917;275411;;
Scan div. Radioscans;28.02.2021 19:08:00;58;918;275414;;
Bearbeitung Mails;28.02.2021 20:53:00;73;919;275417;;
2 Mails Verwandte Mappen Kurti-Opa;28.02.2021 22:15:00;40;920;275419;;
Bearb. Koordinaten Tier;28.02.2021 22:24:00;20;921;275420;;
Posting Zeiten Atariage;28.02.2021 23:06:00;56;922;275431;;
Verbuchung Eltern-Gebühren;28.02.2021 23:22:00;38;923;275429;;
Bearb. Playlist / Evaluation Hörwerte;01.03.2021 07:35:00;9;924;275435;;
div. Surfen;01.03.2021 08:16:00;73;925;275439;;
Scan div. Radiosender / Update Radiobewertung;01.03.2021 08:25:00;58;926;275440;;
Forge of Empires (24');01.03.2021 09:13:00;56;927;275445;;
Bearbeitung Untersuchung der Prioritätenliste;01.03.2021 09:37:00;31;928;275448;;
Ermittlung Gesamtzeit für geplante Projekte;01.03.2021 09:49:00;31;929;275451;;
Scootersuche / aufstellen;01.03.2021 19:13:00;20;930;275457;;
Forge of Empires (31');01.03.2021 19:23:00;56;931;275461;;
Ansehen ZiB 1;01.03.2021 19:55:00;58;932;275463;;
Ansehen YouTube-Videos;01.03.2021 19:57:00;73;933;275464;;
Lesen Mail Verwandte;01.03.2021 20:52:00;73;934;275468;;
Aufwandserfassung;01.03.2021 20:56:00;31;935;275469;;
Bearb. Koordinaten Tier;01.03.2021 22:20:00;20;936;275470;;
Scan Jason Lux Livestream;01.03.2021 22:25:00;58;937;275474;;
div. Surfen;02.03.2021 07:51:00;73;938;275480;;
Scan div. Radiosender;02.03.2021 08:03:00;58;939;275481;;
Forge of Empires (8');02.03.2021 08:18:00;56;940;275482;;
Scan Radio Salzburg;02.03.2021 08:26:00;58;941;275486;;
Bearbeitung Untersuchung der Prioritätenliste;02.03.2021 09:23:00;31;942;275489;;
Besorgung Medikament für Papa;02.03.2021 18:18:00;38;943;275499;;
Scootersuche;02.03.2021 19:15:00;20;944;275501;;
Ansehen ZiB 1;02.03.2021 19:19:00;58;945;275503;;
Forge of Empires;02.03.2021 19:21:00;56;946;275504;;
div. Surfen;02.03.2021 20:21:00;73;947;275509;;
Ansehen YouTube-Videos;02.03.2021 20:41:00;73;948;275510;;
Bearb. Playlist;02.03.2021 21:24:00;9;949;275513;;
Scan Jason Lux / Hannah Dorman Livestreams;02.03.2021 21:34:00;58;950;275515;;
Aufwandserfassung;02.03.2021 21:50:00;31;951;275518;;
div. Surfen;03.03.2021 07:24:00;73;952;275523;;
Scan div. Radiosender;03.03.2021 07:36:00;58;953;275526;;
Korrektur Gesamtzeit für geplante Projekte;03.03.2021 09:09:00;31;954;275531;;
Forge of Empires;03.03.2021 09:13:00;56;955;275532;;
Bearb. Playlist;03.03.2021 09:45:00;9;956;275537;;
Aufräumen;14.03.2021 12:40:00;71;1134;276105;;
div. Surfen;14.03.2021 15:11:00;73;1135;276110;;
Ansehen YouTube-Videos;14.03.2021 15:47:00;73;1136;276111;;
Forge of Empires;14.03.2021 16:08:00;56;1137;276112;;
Wertungserfassung 88.6;14.03.2021 17:17:00;58;1138;276119;;
Scan div. Radiosender / Livestreams;14.03.2021 17:54:00;58;1139;276122;;
AE / Abr. 11.-12.7.2020;14.03.2021 19:38:00;31;1140;276125;;
Ansehen YouTube-Videos;14.03.2021 20:47:00;73;1141;276126;;
Bearb. Koordinaten Tier;14.03.2021 21:54:00;20;1142;276127;;
Bearb. Playlist;14.03.2021 21:58:00;9;1143;276133;;
Aufräumen;14.03.2021 22:10:00;71;1144;276138;;
Ansehen ZiB 1;14.03.2021 23:07:00;58;1145;276140;;
Posting Zeiten Atariage;14.03.2021 23:08:00;56;1146;276144;;
Ermittlung Gesamtzeit für geplante Projekte;15.03.2021 05:55:00;31;1147;276146;;
Scan div. Radiosender;15.03.2021 07:20:00;58;1148;276148;;
div. Surfen;15.03.2021 07:38:00;73;1149;276149;;
Forge of Empires;15.03.2021 07:59:00;56;1150;276154;;
Scootersuche;15.03.2021 19:19:00;20;1151;276160;;
div. Surfen;15.03.2021 19:28:00;73;1152;276163;;
Ansehen ZiB 1;15.03.2021 19:36:00;58;1153;276165;;
Ansehen YouTube-Videos;15.03.2021 20:09:00;73;1154;276168;;
Scan div. Livestreams + Hörwerte;15.03.2021 20:54:00;58;1155;276169;;
AE / Abr. 13.-15.7.2021 / Halbmon.;15.03.2021 21:15:00;31;1156;276171;;
Bearb. Playlist;15.03.2021 22:21:00;9;1157;276174;;
Bearbeitung Mails;15.03.2021 22:29:00;73;1158;276179;;
Halbmon. Abrechnung;15.03.2021 23:19:00;71;1159;276180;;
Halbmon. Abrechnung Teil 2;15.03.2021 23:20:00;71;1160;276181;;
Bearb. Playlist / Update Hörwerte;16.03.2021 07:27:00;9;1161;276183;;
div. Surfen;16.03.2021 07:39:00;73;1162;276184;;
Scan div. Radiosender / Update Radiowertung;16.03.2021 07:45:00;58;1163;276185;;
Scootersuche;16.03.2021 19:45:00;20;1164;276196;;
Ansehen ZiB 1;16.03.2021 19:49:00;58;1165;276198;;
Ansehen Youtube-Videos;16.03.2021 19:54:00;73;1166;276199;;
Aufwandserfassung;16.03.2021 22:01:00;31;1167;276205;;
div. Surfen;17.03.2021 07:17:00;73;1168;276213;;
Scan div. Radiosender;17.03.2021 07:29:00;58;1169;276215;;
Forge of Empires;17.03.2021 08:18:00;56;1170;276218;;
Bearb. Playlist;17.03.2021 08:23:00;9;1171;276226;;
Experiment Powerbank;17.03.2021 16:03:00;46;1172;276231;;
Treffen mit Hausbesorger;17.03.2021 17:07:00;71;1173;276234;;nur 10 €? Nicht erhöht?
Aufstellen 2 Scooter;17.03.2021 17:10:00;20;1174;276235;;
Ansehen YouTube-Videos;17.03.2021 17:21:00;73;1175;276240;;
div. Surfen;17.03.2021 18:05:00;73;1176;276242;;
Bearbeitung Mails;17.03.2021 18:18:00;73;1177;276244;;
Forge of Empires;17.03.2021 19:39:00;56;1178;276247;;
Bearb. Koordinaten Tier;17.03.2021 20:30:00;20;1179;276249;;
Scan Terry Miles Livestream;17.03.2021 20:32:00;58;1180;276251;;
Bearb. Playlist;17.03.2021 20:45:00;9;1181;276252;;
AE / Abr. Halbmon. / 16.-17.7.2020;17.03.2021 20:52:00;31;1182;276254;;
Einspielen 11 Titel aus 2009;17.03.2021 22:00:00;79;1183;276260;;
Ansehen ZiB 1;17.03.2021 23:16:00;58;1184;276264;;
div. Surfen;18.03.2021 07:24:00;73;1185;276269;;
Scan div. Radiosender;18.03.2021 07:27:00;58;1186;276271;;
Forge of Empires;18.03.2021 07:48:00;56;1187;276273;;
Scootersuche;18.03.2021 16:18:00;20;1188;276283;;
Gespräch mit Papa;18.03.2021 16:38:00;38;1189;276285;;
div. Surfen;18.03.2021 16:42:00;73;1190;276287;;
Forge of Empires;18.03.2021 16:52:00;56;1191;276288;;
Ansehen YouTube-Videos;18.03.2021 17:10:00;73;1192;276289;;
Mail an Wilton Adams (Keyboardspielen);18.03.2021 19:21:00;32;1193;276292;;
Scan Hannah Dorman Livestream;03.03.2021 09:52:00;58;957;275545;;
Bearbeitung Untersuchung der Prioritätenliste;03.03.2021 10:07:00;31;958;275547;;
Scootersuche;03.03.2021 18:55:00;20;959;275552;;
Ansehen ZiB 1;03.03.2021 19:36:00;58;960;275554;;
Forge of Empires;03.03.2021 19:38:00;56;961;275555;;
Ansehen YouTube-Videos;03.03.2021 20:04:00;73;962;275558;;
Bearb. Koordinaten Tier;03.03.2021 20:45:00;20;963;275559;;
Aufwandserfassung;03.03.2021 21:00:00;31;964;275563;;
Bearb. Playlist;03.03.2021 22:05:00;9;965;275564;;
Einspielen div. Titel;03.03.2021 22:09:00;79;966;275565;;
Scan div. Radiosender;04.03.2021 07:43:00;58;967;275571;;
Forge of Empires;04.03.2021 08:36:00;56;968;275574;;
div. Surfen;04.03.2021 09:19:00;73;969;275577;;
Bearbeitung Untersuchung der Prioritätenliste;04.03.2021 09:38:00;31;970;275580;;
Fahrt TIER-Scooter zu Urologe+zurück;04.03.2021 15:26:00;20;971;275587;;"verrechnet: 4 + 7 Minuten Fahrt,  (Hinfahrt von Shuttleworthstr. Aus, Gehweg hierhin = 850 m; Rückfahrt zu Otto-Storch-G., Gehweg von dort 450 m -> hin 4' + 12,75' = 16,75' gg. 18' reine Gehzeit; Rückweg. 7' + 6,75' = 13,75' gg. 18' Gehzeit, Gesamtersparnis = 5,5' = € 2,75, werden Gesundheitskonto verrechnet"
Scootersuche;04.03.2021 19:00:00;20;972;275590;;
div. Surfen;04.03.2021 19:11:00;73;973;275593;;
Ansehen YouTube-Videos;04.03.2021 19:26:00;73;974;275594;;
Anruf von Papa;04.03.2021 19:56:00;38;975;275595;;
Forge of Empires;04.03.2021 20:07:00;56;976;275596;;
Ansehen ZiB 1;04.03.2021 20:38:00;58;977;275597;;
Scan Jason Lux Livestream;04.03.2021 22:21:00;58;978;275602;;
Aufwandserfassung;04.03.2021 22:41:00;31;979;275604;;
Forge of Empires;05.03.2021 07:37:00;56;980;275612;;
Scan div. Radiosender;05.03.2021 09:34:00;58;981;275617;;
Bearbeitung Untersuchung der Prioritätenliste;05.03.2021 10:06:00;31;982;275619;;
div. Surfen;05.03.2021 10:27:00;73;983;275620;;
Scootersuche (Universität / ÖBB);05.03.2021 18:15:00;20;984;275628;;
div. Surfen;05.03.2021 18:30:00;73;985;275631;;
Forge of Empires;05.03.2021 18:46:00;56;986;275632;;
Ansehen YouTube-Videos;05.03.2021 19:04:00;73;987;275633;;
Ansehen ZiB 1;05.03.2021 21:38:00;58;988;275635;;
Aufwandserfassung;05.03.2021 21:52:00;31;989;275642;;
Bearb. Ähnlichkeiten;05.03.2021 23:12:00;58;990;275647;;
Scan div. Radiosender;06.03.2021 08:41:00;58;991;275653;;
Forge of Empires;06.03.2021 09:31:00;56;992;275654;;?!
Bearbeitung Untersuchung der Prioritätenliste;06.03.2021 12:54:00;31;993;275663;;
div. Surfen;06.03.2021 13:08:00;73;994;275666;;
Bearbeitung Mails;06.03.2021 13:27:00;73;995;275667;;
Untersuchung Papa 2. Corona-Teilimpfung;06.03.2021 15:45:00;38;996;275678;;
Scootersuche;06.03.2021 16:41:00;20;997;275680;;
Forge of Empires (25' + 53');06.03.2021 16:58:00;56;998;275682;;
Scan div. Radiosender + Livestreams;06.03.2021 19:02:00;58;999;275686;;
div. Surfen;06.03.2021 20:04:00;73;1000;275687;;
Bearbeitung Mails;06.03.2021 20:29:00;73;1001;275691;;
Mail an W. Adams (Lyrics);06.03.2021 20:46:00;9;1002;275692;;
Ansehen YouTube-Videos;06.03.2021 20:56:00;73;1003;275696;;
Bearb. Playlist;06.03.2021 21:18:00;9;1004;275699;;
AE /  Kommentare zur Kontengebarung 1. Hj. 2020;06.03.2021 21:42:00;31;1005;275706;;
div. Surfen;07.03.2021 08:24:00;73;1006;275713;;
Scan div. Radiosender;07.03.2021 08:39:00;58;1007;275714;;
Ansehen YouTube-Videos;07.03.2021 09:16:00;73;1008;275716;;
Bearbeitung Untersuchung der Prioritätenliste.doc;07.03.2021 09:24:00;31;1009;275719;;
Bearb. Playlist;07.03.2021 09:51:00;9;1010;275722;;
Forge of Empires;07.03.2021 10:04:00;56;1011;275723;;
Bearbeitung Mails;07.03.2021 12:20:00;73;1012;275735;;
Themen für Mittagessen;07.03.2021 12:36:00;31;1013;275740;;
Begutachtung AKH-Befund Papa;07.03.2021 14:15:00;38;1014;275743;;
Div. Diskussionen;07.03.2021 14:25:00;31;1015;275744;;
Scootersuche;07.03.2021 15:58:00;20;1016;275746;;
div. Surfen;07.03.2021 16:09:00;73;1017;275748;;
Ansehen YouTube-Videos;07.03.2021 17:06:00;73;1018;275749;;
Div. Radioscans / Livestreams;07.03.2021 18:28:00;58;1019;275754;;
Forge of Empires (35');07.03.2021 19:26:00;56;1020;275756;;
Bearbeitung Mails;07.03.2021 20:01:00;73;1021;275762;;
Bearb. Playlist;07.03.2021 20:54:00;9;1022;275764;;
Wunsch nach Wunschbox (Musikwelle);07.03.2021 21:03:00;58;1023;275766;;
Bearbeitung Masken aus China (Malo from China);07.03.2021 21:06:00;32;1024;275767;;
Bearbeitung Musikumfrage Ö3;07.03.2021 21:10:00;58;1025;275768;;
Ansehen ZiB 1;07.03.2021 21:18:00;58;1026;275770;;
AE / Korr.lesen / Druck Kontengeb. 1. Hj. 2020;07.03.2021 21:38:00;31;1027;275773;;
Posting Zeiten Atariage;07.03.2021 23:15:00;56;1028;275777;;
Ermittlung Gesamtzeit für geplante Projekte;08.03.2021 07:38:00;31;1029;275782;;
Bearb. Playlist;08.03.2021 07:47:00;9;1030;275783;;
div. Surfen;08.03.2021 07:49:00;73;1031;275786;;
Forge of Empires;08.03.2021 08:30:00;56;1032;275788;;
Scan div. Radiosender;08.03.2021 08:58:00;58;1033;275792;;
Bearbeitung Untersuchung der Prioritätenliste;08.03.2021 09:40:00;31;1034;275796;;
Fahrten mit TIER-Scooter (Urologe + zurück);08.03.2021 14:19:00;20;1035;275803;;"Weg zu Urologe wäre normalerweise 1,2 km = 18' pro Weg; Scooterfahrt hier hin 8', zurück 6' (von Otto-Storch-G. Zu Urologe = 800 m -> Ersparnis 450 m) -> Weg hier Gehzeit 6,75' + Fahrt 8' = 14,75 hin; zurück 6,75' + 6' = 12,75' -> Verrechnung an Gesundheitskonto für Zeitersparnis = 8,5' + 14' = 22,5' = € 4,25"
Scootersuche;08.03.2021 19:03:00;20;1037;275807;;
Anhören RW-Programm;08.03.2021 19:17:00;9;1038;275809;;
div. Surfen;08.03.2021 19:19:00;73;1039;275811;;
Ansehen YouTube-Videos;08.03.2021 19:28:00;73;1040;275812;;
Scan Jason Lux Livestream;08.03.2021 20:26:00;58;1041;275815;;
Ansehen ZiB 1;08.03.2021 20:28:00;58;1042;275816;;
Forge of Empires;08.03.2021 20:32:00;56;1043;275817;;
AE / Druck Kommentare Kontengebarung;08.03.2021 20:50:00;31;1044;275818;;
Mail an W. Adams (Lyrics);08.03.2021 21:52:00;73;1045;275821;;
Einspielen div. Titel;08.03.2021 22:29:00;79;1046;275825;;keine Titel ins Programm übernommen, daher keine Tant.
div. Surfen (Vorbereitung Zahnarzt);09.03.2021 08:03:00;73;1047;275830;;
Scan div. Radiosender;09.03.2021 08:25:00;58;1048;275832;;
Forge of Empires;09.03.2021 09:08:00;56;1049;275833;;
Fahrt / Rückfahrt Zahnarzt mit TIER-Scooter;09.03.2021 12:20:00;20;1050;275849;;"48' = verrechnete Zeit; Weg wäre zu Fuß 3,5 km = 52,5' pro Weg; Hinweg hier 600 m zu Fuß + 2,9 km mit Scooter, Rückweg = 550 m zu Fuß"
Besorgung Fahrscheine;09.03.2021 13:08:00;20;1051;275850;;
Ansehen Zeit im Bild 1;09.03.2021 19:09:00;58;1052;275858;;
Forge of Empires;09.03.2021 19:12:00;56;1053;275859;;
Ansehen YouTube-Videos;09.03.2021 19:39:00;73;1054;275863;;
Bearb. Koordinaten Tier;09.03.2021 20:34:00;20;1055;275865;;
div. Surfen;09.03.2021 21:25:00;73;1056;275868;;
Aufwandserfassung;09.03.2021 21:40:00;31;1057;275870;;
Anhören RW-Programm;09.03.2021 22:31:00;9;1058;275871;;
Scan Livestream Jason Lux / Hannah Doman;09.03.2021 22:33:00;58;1059;275873;;
div. Surfen;10.03.2021 07:51:00;73;1060;275879;;
Scan div. Radiosender;10.03.2021 08:05:00;58;1061;275880;;
Forge of Empires;10.03.2021 08:41:00;56;1062;275882;;
Bearb. Playlist;10.03.2021 09:17:00;9;1063;275886;;
Ansehen YouTube-Videos;10.03.2021 09:35:00;73;1064;275892;;
Bearbeitung Untersuchung der Prioritätenliste;10.03.2021 09:48:00;31;1065;275894;;
Scan Livestreams Jason Lux / Hannah Dorman;10.03.2021 10:06:00;58;1066;275896;;
Diskussion Kontensystem u.a. Themen;10.03.2021 14:19:00;31;1067;275901;;
Scootersuche;10.03.2021 19:36:00;20;1068;275905;;
div. Surfen;10.03.2021 19:43:00;73;1069;275908;;
Ansehen YouTube-Videos;10.03.2021 19:48:00;73;1070;275909;;
Forge of Empires;10.03.2021 20:56:00;56;1071;275911;;
Bearb. Koordinaten Tier;10.03.2021 21:36:00;20;1072;275913;;
Aufwandserfassung;10.03.2021 21:38:00;31;1073;275914;;
div. Surfen;11.03.2021 07:47:00;73;1074;275922;;
Forge of Empires;11.03.2021 07:55:00;56;1075;275924;;
Scan div. Radiosender;11.03.2021 08:05:00;58;1076;275925;;
Ansehen YouTube-Videos;11.03.2021 09:45:00;73;1077;275931;;
Scan Jason Lux Livestream;11.03.2021 09:54:00;58;1078;275932;;
Bearb. Playlist;11.03.2021 10:01:00;9;1079;275934;;
div. Surfen;11.03.2021 18:55:00;73;1080;275945;;
Ansehen YouTube-Videos;11.03.2021 19:05:00;73;1081;275946;;
Ansehen We are the world;11.03.2021 19:50:00;73;1082;275948;;
Scan Terry Miles / Sunny Black Livestreams;11.03.2021 19:59:00;58;1083;275949;;
Ansehen ZiB 1;11.03.2021 20:38:00;58;1084;275951;;
Forge of Empires;11.03.2021 20:39:00;56;1085;275952;;
Bearb. Koordinaten Tier;11.03.2021 21:02:00;20;1086;275953;;
VICE Aquantor;11.03.2021 21:05:00;56;1087;275954;;
Aufwandserfassung;11.03.2021 21:28:00;31;1088;275955;;
Bearb. Playlist;11.03.2021 22:14:00;9;1089;275956;;
div. Surfen;12.03.2021 07:51:00;73;1090;275963;;
Scan div. Radiosender;12.03.2021 08:10:00;58;1091;275964;;
Forge of Empires;12.03.2021 08:40:00;56;1092;275966;;
Bearb. Koordinaten Tier;12.03.2021 08:54:00;20;1093;275967;;
Einpacken Musik für Fahrt;12.03.2021 09:54:00;9;1094;275971;;
Ansehen YouTube-Videos;12.03.2021 10:09:00;73;1095;275973;;
Scootersuche;12.03.2021 19:13:00;20;1096;275987;;
Diskussion mit Papa;12.03.2021 19:17:00;38;1097;275989;;
div. Surfen;12.03.2021 19:21:00;73;1098;275991;;
Ansehen YouTube-Videos;12.03.2021 20:37:00;73;1099;275998;;
Bearb. Playlist;12.03.2021 21:12:00;9;1100;275999;;
Scan Sunny Black Livestream;12.03.2021 21:18:00;58;1101;276001;;
Bearb. Koordinaten Tier;12.03.2021 21:26:00;20;1102;276002;;
Forge of Empires;12.03.2021 21:43:00;56;1103;276005;;
Aufwandserfassung;12.03.2021 22:05:00;31;1104;276007;;
Ansehen ZiB 1;12.03.2021 22:41:00;58;1105;276009;;
Forge of Empires;13.03.2021 08:17:00;56;1106;276017;;
Bearb. Playlist;13.03.2021 09:01:00;9;1107;276021;;
Aufwandserfassung;13.03.2021 09:21:00;31;1108;276023;;
Scan div. Radiosender;13.03.2021 09:23:00;58;1109;276027;;
Bearbeitung Untersuchung der Prioritätenliste;13.03.2021 10:00:00;31;1110;276029;;
div. Surfen;13.03.2021 10:41:00;73;1111;276030;;
Bearbeitung Mails;13.03.2021 12:04:00;73;1112;276038;;
Ansehen YouTube-Videos;13.03.2021 13:41:00;73;1113;276040;;
Scootersuche;13.03.2021 15:43:00;20;1114;276051;;
Scan div. Radiosender / Streams;13.03.2021 16:18:00;58;1115;276053;;
div. Surfen;13.03.2021 17:55:00;73;1116;276054;;
Forge of Empires;13.03.2021 18:54:00;56;1117;276055;;
Ansehen YouTube-Videos;13.03.2021 19:47:00;73;1118;276059;;
AE / Abr. 7.-9.7.2020;13.03.2021 20:33:00;31;1119;276061;;
Ansehen YouTube-Videos;13.03.2021 21:39:00;73;1120;276062;;
Bearb. Playlist;13.03.2021 21:54:00;9;1121;276064;;
Mail Tier (Passkauf ausserhalb Geschäftsgebiet);13.03.2021 22:09:00;20;1122;276067;;
Mail W. Adams (Text Fliege mit mir...);13.03.2021 22:24:00;32;1123;276069;;
Ansehen ZiB 1;13.03.2021 22:36:00;58;1124;276071;;
Anhören RW-Programm;14.03.2021 07:27:00;9;1125;276077;;
Bearbeitung Untersuchung der Prioritätenliste.doc;14.03.2021 07:36:00;31;1126;276078;;
Forge of Empires;14.03.2021 07:42:00;56;1127;276081;;
div. Surfen;14.03.2021 07:52:00;73;1128;276082;;
Bearbeitung Mails;14.03.2021 08:08:00;73;1129;276083;;
Scan div. Radiosender / Livestream;14.03.2021 08:25:00;58;1130;276085;;
Ansehen YouTube-Videos;14.03.2021 12:01:00;73;1131;276092;;
Bearb. Playlist;14.03.2021 12:11:00;9;1132;276099;;
Themen für Mittagessen;14.03.2021 12:16:00;31;1133;276103;;
Bearb. Koordinaten Tier;18.03.2021 19:36:00;20;1194;276293;;
Scan div. Livestreams;18.03.2021 19:38:00;58;1195;276296;;
Bearb. Playlist;18.03.2021 19:50:00;9;1196;276298;;
AE / Abr. 18.-20.7. / Nachdruck 30.6.;18.03.2021 19:58:00;31;1197;276299;;
Einspielen div. Titel;18.03.2021 21:02:00;79;1198;276303;;
Aufräumen;18.03.2021 22:10:00;71;1199;276304;;
Ansehen ZiB 1;18.03.2021 23:14:00;58;1200;276308;;
Scan div. Radiosender;19.03.2021 07:27:00;58;1201;276314;;
div. Surfen;19.03.2021 07:59:00;73;1202;276316;;
Bearb. Zeitrückstand;19.03.2021 08:04:00;31;1203;276317;;
Forge of Empires;19.03.2021 08:06:00;56;1204;276318;;
div. Surfen;19.03.2021 16:41:00;73;1205;276330;;
Forge of Empires;19.03.2021 16:45:00;56;1206;276333;;
MAME Puzzled (107');19.03.2021 17:00:00;56;1207;276335;;
Ansehen YouTube-Videos;19.03.2021 18:57:00;73;1208;276336;;
div. Surfen;19.03.2021 19:42:00;73;1209;276337;;
Scan div. Livestreams;19.03.2021 19:49:00;58;1210;276339;;
Ansehen ZiB 1;19.03.2021 20:54:00;58;1211;276343;;
Bearb. Playlist;19.03.2021 20:56:00;9;1212;276345;;
Aufwandserfassung;19.03.2021 21:03:00;31;1213;276347;;
Bearb. Koordinaten Tier;19.03.2021 22:09:00;20;1214;276348;;
Einspielen div. Titel;19.03.2021 22:10:00;79;1215;276349;;nichts neu im Programm
Forge of Empires;20.03.2021 08:11:00;56;1216;276356;;
Planung;20.03.2021 08:17:00;31;1217;276358;;
Scan div. Radiosender;20.03.2021 08:34:00;58;1218;276360;;
MAME Puzzled;20.03.2021 09:38:00;56;1219;276361;;
Bearbeitung Untersuchung der Prioritätenliste;20.03.2021 09:54:00;31;1220;276362;;
div. Surfen;20.03.2021 10:23:00;73;1221;276365;;
Bearbeitung Mails;20.03.2021 11:25:00;73;1222;276366;;
Bearb. Playlist;20.03.2021 13:10:00;9;1223;276372;;
Bearbeitung Musikumfrage Ö3;20.03.2021 13:36:00;58;1224;276375;;
Geb.gutscheine für Papa;20.03.2021 14:04:00;38;1225;276381;;
Geburtstagsfeier bei Papa;20.03.2021 14:23:00;38;1226;276384;;2,55 h - 0,1 h Gehzeit = 2,45 h / 5 Pers. = 0,49 h / Person * 9,221 + 0,007 = 4,525 P * 5 = 22,626 P
Druck+Bearbeitung Bild Walter+Alexander für Renate;20.03.2021 16:56:00;40;1227;276386;;
Scootersuche;20.03.2021 18:13:00;20;1228;276390;;
Bearbeitung Planung;20.03.2021 18:19:00;31;1229;276393;;
div. Surfen;20.03.2021 18:23:00;73;1230;276394;;
Ansehen YouTube-Videos;20.03.2021 18:37:00;73;1231;276395;;
Scan div. Radiosender + Livestreams;20.03.2021 19:10:00;58;1232;276396;;
Bearb. Koordinaten Tier;20.03.2021 20:36:00;20;1233;276401;;
AE / Abr. 25.-27.7.;20.03.2021 21:00:00;31;1234;276403;;
Bearb. Playlist;20.03.2021 22:13:00;9;1235;276404;;
Wunschmail Plattenkiste;20.03.2021 22:26:00;58;1236;276407;;
Ansehen ZiB 1;20.03.2021 22:31:00;58;1237;276414;;
Scan div. Radiosender;21.03.2021 08:22:00;58;1238;276422;;
Bearbeitung Planung;21.03.2021 09:05:00;31;1239;276424;;
Bearbeitung Untersuchung der Prioritätenliste;21.03.2021 09:31:00;31;1240;276425;;
Mailbearbeitung;21.03.2021 09:43:00;73;1241;276429;;
Bearb. Playlist;21.03.2021 10:03:00;9;1242;276434;;
div. Surfen;21.03.2021 10:05:00;73;1243;276435;;
Aufräumen;21.03.2021 11:11:00;71;1244;276438;;
Forge of Empires;21.03.2021 11:47:00;56;1245;276439;;
Suche Bankkarte Papa;21.03.2021 12:09:00;38;1246;276441;;
Themen für Mittagessen;21.03.2021 12:52:00;31;1247;276442;;
Scootersuche;21.03.2021 15:07:00;20;1248;276448;;
